2014Q3,Lowell Five Bancorp MHC,4306970,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,"270,569","3,421","273,990","25,456","51,458","84,888","155,134","63,397",669,"2,710",0,"590,926",0,0,0,34,"6,726","1,064.00",0,"3,534.00",952.00,"5,865","62,252.00","1,078","165,582","657,067",0,"949,090",589,"164,311","165,582","299,446","590,926","63,397","165,582","165,582",0,0,"64,731",0,"69,207",0,0,0,0,NA,NA,NA,"164,311",0,0,"66,478",0,"70,645",0,0,0,0,NA,NA,NA,"6,331",189,0,0,"114,569",0,0,0,"112,750"
2014Q3,Luana Bancorporation,1021511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,330","13,145","143,475","4,283","24,627","45,767","45,045","9,007",2,"16,838",0,"462,909",0,"45,346",0,0,"5,242",891.00,0,"1,317.00",199.00,"2,205",118.00,0,"112,073","534,100",0,"674,551",0,"109,937","112,073","147,758","462,909","9,007","112,073","112,073",0,0,0,0,0,0,0,0,0,NA,NA,NA,"109,937",0,0,0,0,0,0,0,0,0,NA,NA,NA,"7,500",0,0,0,"51,109",0,0,"1,071","46,833"
2014Q3,Luther Burbank Corporation,1031084,410,12,422,0,0,"1,014",130,0,0,0,0,0,0,0,0,0,0,0,39,2,41,0,30,122,747,0,0,0,0,0,0,0,0,0,0,0,"1,187,930","3,203","1,191,133",429,0,"2,171,393","110,208",0,0,0,0,"3,473,163",0,0,0,219,"23,853",499.00,0,"9,226.00","1,941.00","16,352","214,774.00",0,"240,001","3,473,382",0,"3,957,803",0,"233,999","233,227","1,191,562","3,473,163",0,"240,001","233,227",947,"20,843",0,"29,710","87,125","91,716",0,0,0,NA,NA,NA,"233,999","1,018","20,992",0,"29,804","87,607","91,578",0,0,0,NA,NA,NA,"52,476","1,735",NA,0,"346,224",0,0,"5,000",NA
2014Q3,"Lyons Bancorp, Inc.",1021806,0,0,0,20,0,0,0,0,0,0,36,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,"161,164","10,464","171,628","49,735","22,142","14,677","104,855","73,417",812,"25,548",0,"398,955",0,"33,019",0,"7,513","6,070","1,759.00",0,"2,918.00",608.00,"5,147","12,380.00",0,"201,020","538,452",0,"803,607",13,"147,306","146,489","221,363","398,955","73,417","201,020","146,489",0,0,"53,503",871,"4,866","22,839",0,0,0,NA,NA,NA,"147,306",0,0,"54,159",814,"4,876","23,880",0,0,0,NA,NA,NA,"7,605","4,006",0,0,"52,404",233,0,567,"54,431"
2014Q3,"M & F Bancorp, Inc.",1023748,0,0,0,0,0,0,0,14,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,"12,428",477,"12,905",147,"1,581",0,"8,981","5,208",0,"4,604",0,"30,312",0,158,0,"1,075",818,173.00,0,510.00,107.00,921,"6,528.00","2,425","33,463","41,357",0,"95,166",7,"33,628","33,463","13,052","30,312","5,208","33,463","33,463",0,0,"3,627",0,"15,875",731,0,0,0,NA,NA,NA,"33,628",0,0,"3,716",0,"15,875",735,0,0,0,NA,NA,NA,624,0,0,0,"13,191",0,0,1,"13,355"
2014Q3,M&T Bank Corporation,100253,"4,552","1,069","5,621","3,850",431,0,"1,245","14,591",0,"2,401","11,608",314,0,0,0,0,0,"5,432","2,572",99,"2,671",264,"1,143",15,119,"7,639",0,157,"2,730",1,1,0,0,0,0,476,"8,640,445","214,858","8,855,303","5,871,817","4,959,054","3,381,926","18,446,794","15,697,932","430,778","4,774,363","1,198,414","41,634,113",594,"63,911",0,"2,203,441","669,059","432,551.00","6,988","348,776.00","67,713.00","660,724","7,676,064.00","77,766","13,019,302","65,572,768","296,913","97,230,366",0,"9,174,765","9,383,487","14,727,120","41,634,113","15,697,932","13,019,302","9,383,487","157,638",0,"8,550","3,112,385","5,773,593","8,072",0,0,0,NA,NA,NA,"9,174,765","157,585",0,"8,507","3,042,724","5,700,538","7,845",0,0,0,NA,NA,NA,"918,633","500,812","88,041",0,"12,333,316",0,"20,443","92,954","7,407,176"
2014Q3,"Mabrey Bancorporation, Inc.",1023961,19,0,19,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,12,1,13,0,0,0,"1,469",22,0,0,12,0,0,0,0,0,0,0,"139,978","8,918","148,896","3,552","37,579","13,969","154,164","158,643",0,"27,990",321,"389,313",0,"8,964",0,"10,525","7,683","1,845.00",0,"4,266.00",999.00,"7,318","8,992.00",512,"139,193","595,756",0,"799,171",30,"140,006","139,193","152,448","389,313","158,643","139,193","139,193",0,"6,939",0,"15,635",428,"3,875",0,0,0,NA,NA,NA,"140,006",0,"7,128",0,"15,673",420,"4,045",0,0,0,NA,NA,NA,"9,357",0,0,0,"57,809",0,0,653,"49,119"
2014Q3,Macatawa Bank Corporation,4004314,1,0,1,49,0,0,0,4,0,0,27,0,0,0,0,0,0,39,24,11,35,0,102,1,222,75,0,0,7,0,0,0,0,0,0,8,"224,013","15,221","239,234","57,240","89,077","27,678","300,928","275,532",154,"12,432",0,"744,665",0,"11,688",0,"12,638","10,304","4,184.00",0,"5,819.00","1,597.00","11,270","92,479.00","2,328","193,845","1,056,955",89,"1,489,664",0,"162,510","162,101","296,474","744,665","275,532","193,845","162,101","17,236","7,277","42,603",0,"3,768","13,496",0,0,0,NA,NA,NA,"162,510","17,385","7,289","43,095",0,"3,780","13,737",0,0,0,NA,NA,NA,"19,629","12,301","8,497",0,"140,469",0,0,676,"132,231"
2014Q3,"Machias Bancorp, MHC",4048991,156,73,229,257,103,0,0,25,0,0,34,0,0,0,0,-6,0,0,18,0,18,-16,5,-1,6,61,0,0,7,0,0,0,0,1,0,0,"213,230","4,552","217,782","74,511","54,814","23,917","365,553","156,243","1,205","10,993",0,"744,191",0,"40,639",0,"21,500","11,188","1,864.00",23,"4,140.00","1,011.00","8,444","36,425.00",0,"31,495","973,566",0,"1,102,818",-10,"29,491","31,495","292,293","744,191","156,243","31,495","31,495",0,0,"10,038",0,4,0,0,0,0,NA,NA,NA,"29,491",0,0,"10,390",0,4,0,0,0,0,NA,NA,NA,"20,972","8,883",0,26,"140,769",0,0,0,"136,064"
2014Q3,Mackinac Financial Corporation,1019295,24,0,24,4,0,0,18,9,0,1,15,0,0,0,0,0,0,0,4,0,4,0,3,0,31,16,0,2,11,0,0,0,0,0,0,0,"89,284","5,316","94,600","15,710","20,971","3,039","269,548","97,396","1,155","15,575","1,237","404,084",0,55,0,26,"5,886",579.00,0,"2,450.00",806.00,"4,937","7,678.00",2,"48,742","518,373",0,"613,943",0,"48,122","48,742","110,310","404,084","97,396","48,742","48,742",0,0,"22,493",0,"1,846",0,0,0,0,NA,NA,NA,"48,122",0,0,"22,725",0,"1,680",0,0,0,0,NA,NA,NA,"5,279","8,681","5,000",0,"67,132",0,0,287,"61,594"
2014Q3,Magnolia Banking Corporation,1020097,125,0,125,0,"1,019",0,242,121,0,0,81,0,0,0,0,0,0,0,67,0,67,0,544,0,99,29,0,0,46,0,0,0,0,0,0,0,"225,245","4,426","229,671",150,"86,315","17,007","206,784","70,494",703,"29,101",0,"554,747",0,"7,099",0,813,"8,839","1,353.00",0,"2,825.00",555.00,"5,006",115.00,0,"168,094","662,254",0,"882,551",-168,"166,682","168,094","229,821","554,747","70,494","168,094","168,094",0,0,"10,252",0,"47,374","13,549",0,0,0,NA,NA,NA,"166,682",0,0,"10,359",0,"46,779","13,738",0,0,0,NA,NA,NA,"12,900",0,0,0,"94,170",0,0,"1,820","82,224"
2014Q3,"Magyar Bancorp, MHC",4113450,288,-13,275,0,21,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,"151,685","7,110","158,795","19,398","14,001","30,387","138,918","35,072",18,"10,337",0,"361,499",0,0,0,122,"4,097",338.00,0,"1,708.00",768.00,"3,858","8,128.00",0,"61,034","407,030",0,"530,421",0,"12,183","12,070","178,193","361,499","35,072","61,034","12,070",0,0,0,"1,295","10,369",0,0,0,0,NA,NA,NA,"12,183",0,0,0,"1,294","10,485",0,0,0,0,NA,NA,NA,"2,835","3,652","2,265",0,"45,948",0,0,0,"44,381"
2014Q3,"MainSource Financial Group, Inc.",100513,350,82,432,128,15,0,102,17,0,0,797,0,0,0,0,0,0,0,177,4,181,32,0,3,637,905,0,0,342,0,0,0,0,0,0,73,"471,184","65,642","536,826","194,203","55,954","40,987","523,540","206,623","1,480","41,143","3,833","1,444,183",0,"58,124",0,"4,378","23,002","11,145.00",0,"12,896.00","4,488.00","23,177","1,957.00","9,722","840,101","1,758,284",0,"2,899,952",0,"822,312","840,101","731,029","1,444,183","206,623","840,101","840,101",0,0,582,"11,886","145,017","350,717",0,0,0,NA,NA,NA,"822,312",0,0,577,"11,772","142,891","354,171",0,0,0,NA,NA,NA,"24,549","13,702",0,0,"332,790",0,0,"2,250","252,351"
2014Q3,Malaga Financial Corporation,4088008,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,493",319,"151,812","21,657","1,215","646,667","40,399","2,789",0,301,0,"861,750",0,0,0,0,"7,444",146.00,0,"1,391.00",364.00,"2,647","17,408.00","39,914",0,"864,840",0,"936,672",0,0,0,"173,469","861,750","2,789",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"2,963",0,NA,0,"102,828",0,0,"1,050",NA
2014Q3,"Malvern Bancorp, Inc.",4190220,35,176,211,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,10,70,80,0,-143,0,2,1,0,0,2,0,0,0,0,0,0,0,"232,918","47,609","280,527","22,292","6,997","1,032","71,496","5,480",0,"2,839",0,"382,344",0,0,0,0,"3,616",526.00,0,"1,704.00",415.00,"3,648","16,820.00",0,"100,943","390,663",0,"542,264",0,"103,679","100,943","302,819","382,344","5,480","100,943","100,943",0,0,"19,256",0,"32,744",0,"43,964",73,0,NA,NA,NA,"103,679",0,0,"19,719",0,"33,620",0,"45,223",70,0,NA,NA,NA,"4,589","2,376",NA,0,"76,772",0,0,0,NA
2014Q3,Manhattan Banking Corporation,1020392,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,-1,0,0,0,0,0,17,0,0,2,1,0,0,0,0,0,14,"180,702","6,948","187,650","4,042","19,218","86,841","249,013","175,227","1,921","8,431","95,754","554,545",0,"2,453",0,"88,005","10,152","2,908.00",0,"3,831.00",679.00,"6,233","11,710.00",0,"230,850","924,415",0,"1,193,228",0,"83,912","84,392","191,692","554,545","175,227","230,850","84,392",0,0,"31,019",0,"1,413",0,0,0,0,NA,NA,NA,"83,912",0,0,"31,038",0,"1,413",0,0,0,0,NA,NA,NA,"17,972",455,0,0,"98,638",0,0,"2,104","98,179"
2014Q3,"Marine Bancorp, Inc.",1023065,0,0,0,0,0,0,23,6,0,0,5,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,022","9,805","47,827","7,436","39,988","35,405","254,409","43,923",147,"5,754",0,"412,265",0,"3,155",0,"9,232","5,207","2,063.00",0,"3,394.00",497.00,"5,745","32,955.00",0,"86,827","474,329",0,"621,693",0,"75,945","75,446","55,263","412,265","43,923","86,827","75,446",0,0,"58,165",0,0,0,0,0,0,NA,NA,NA,"75,945",0,0,"58,807",0,0,0,0,0,0,NA,NA,NA,"5,020",0,0,0,"54,670",0,0,600,NA
2014Q3,"Market Street Bancshares, Inc.",1022117,22,0,22,13,0,0,396,27,0,0,14,0,0,0,0,0,0,30,0,1,1,0,0,0,3,6,0,0,0,0,0,0,0,13,0,38,"53,977","3,036","57,013","21,650","32,649","18,314","246,669","182,711",442,"5,208",0,"519,456","3,707","86,247",0,"28,431","9,572","1,874.00",0,"4,444.00","1,583.00","8,248",337.00,0,"73,953","825,760",0,"965,826",0,"73,062","73,953","78,663","519,456","182,711","73,953","73,953",0,0,0,"7,199","18,201","10,301",0,0,0,NA,NA,NA,"73,062",0,0,0,"7,177","18,036","10,229",0,0,0,NA,NA,NA,"9,539",0,0,0,"69,681",0,0,876,"68,790"
2014Q3,Marlin Business Services Corp.,4089372,0,0,0,0,0,0,0,123,0,0,0,"2,584",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,"1,173",0,"57,646",0,0,"568,147","1,173",0,182,0,0,"19,361","1,816.00",0,"6,313.00",743.00,"10,528","52,697.00",206,"60,186","627,148",0,"746,867",0,"60,325","60,186",0,"1,173","57,646","60,186","60,186",0,0,0,0,0,0,0,0,0,NA,NA,NA,"60,325",0,0,0,0,0,0,0,0,0,NA,NA,NA,"8,371",0,0,0,"170,046",0,0,"1,609","170,081"
2014Q3,Marquette Financial Companies,1019259,0,0,0,-1,0,0,0,187,0,0,17,0,0,0,0,0,0,0,1,1,2,66,69,5,53,43,0,0,10,0,0,0,0,0,0,0,"104,618","8,421","113,039","39,246","75,384","38,380","252,118","449,728","1,208","5,251",0,"520,167",0,0,0,"1,064","15,177","2,502.00",0,"9,847.00","1,293.00","16,660","18,905.00","5,380","248,521","976,210",0,"1,330,548",-16,"250,004","248,521","152,285","520,167","449,728","248,521","248,521",0,8,"52,945","1,273","88,995","66,212",0,0,0,NA,NA,NA,"250,004",0,8,"52,802","1,206","88,563","66,635",0,0,0,NA,NA,NA,"9,873",0,0,0,"123,681",0,0,0,"123,526"
2014Q3,Marquette National Corporation,1021400,249,74,323,51,28,12,258,-1,0,0,114,0,0,0,0,0,0,0,190,5,195,6,7,111,31,0,0,0,9,0,0,0,0,0,0,0,"229,306","12,414","241,720","69,955","37,484","270,274","293,474","16,086",507,862,0,"913,652",0,0,0,"30,454","12,076","3,972.00",0,"7,084.00","2,006.00","14,142","2,379.00",0,"377,342","961,054",0,"1,527,649",40,"375,415","377,342","311,675","913,652","16,086","377,342","377,342",0,0,0,"114,867","2,594","207,767",0,0,"7,200",NA,NA,NA,"375,415",0,0,0,"113,442","2,502","206,628",0,0,"7,400",NA,NA,NA,"15,952","14,359","11,089",0,"140,551",0,321,255,"77,852"
2014Q3,Marshfield Investment Company,1018355,0,0,0,187,0,0,13,17,0,0,4,0,0,0,0,9,0,11,15,1,16,1,10,0,0,36,0,0,2,0,0,0,0,0,0,7,"88,455","2,242","90,697","8,196","6,467","17,748","134,411","29,259",49,"5,101",85,"291,967",0,"11,901",0,662,"3,589",980.00,0,"2,733.00",488.00,"4,334","4,865.00",22,"70,922","338,975",0,"451,930",0,"71,453","70,922","98,893","291,967","29,259","70,922","70,922",0,0,"17,306","5,279","7,016","39,291",0,0,0,NA,NA,NA,"71,453",0,0,"17,631","5,143","7,097","39,619",0,0,0,NA,NA,NA,"6,657",0,0,0,"54,846",0,0,0,"47,207"
2014Q3,Mascoma Mutual Financial Services Corporation,1032049,6,1,7,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,265,0,0,3,0,0,0,0,0,0,0,"504,604","8,732","513,336","53,623","40,132","67,218","293,070","110,135",999,"8,769",0,"967,887",4,"1,162",0,"16,605","9,935","2,413.00",0,"5,303.00","1,462.00","10,013","39,365.00",0,"180,514","1,104,562",0,"1,425,655",19,"180,747","180,514","566,959","967,887","110,135","180,514","180,514",0,"6,006","49,472","18,594","63,239",0,0,"10,719","7,693",NA,NA,NA,"180,747",0,"6,189","49,692","18,619","63,852",0,0,"10,943","7,885",NA,NA,NA,"12,227","3,106",NA,0,"117,752",0,0,0,NA
2014Q3,"MB Financial, Inc.",102316,740,140,880,439,5,197,827,605,0,237,"1,282",0,0,0,0,0,0,249,2,366,368,42,24,38,"1,829",988,0,6,413,0,0,0,0,0,0,56,"1,227,672","52,542","1,280,214","231,641","244,573","401,304","2,082,859","4,006,594","20,432","327,831","332,518","4,243,255",0,0,0,"626,446","95,612","71,938.00","1,189","79,492.00","11,742.00","150,210","179,391.00",0,"2,763,999","9,536,644","30,441","14,506,043","-3,246","1,732,529","1,758,650","1,511,855","4,243,255","4,006,594","2,763,999","1,758,650",0,0,"65,829","49,108","108,642","639,973",1,"104,376","50,739",NA,NA,NA,"1,732,529",0,0,"64,809","48,838","105,583","636,891",1,"105,146","51,334",NA,NA,NA,"102,810",0,0,79,"1,989,917","2,224","2,000","10,545","1,098,565"
2014Q3,"MBT Bancshares, Inc.",4040474,0,24,24,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,1,"44,437","5,558","49,995","42,666","31,849","5,803","103,985","145,520","2,825","4,617",247,"234,485",0,40,0,"2,978","4,523",684.00,0,"2,082.00",466.00,"3,136","52,598.00",0,"79,927","387,887",0,"540,321",0,"79,760","79,927","92,661","234,485","145,520","79,927","79,927","9,585",0,0,"44,883",0,"25,459",0,0,0,NA,NA,NA,"79,760","9,626",0,0,"45,030",0,"25,104",0,0,0,NA,NA,NA,"3,317",0,0,0,"27,478",0,0,758,"27,311"
2014Q3,MBT Financial Corp.,4056273,107,101,208,74,44,694,"2,267",62,0,0,1,0,0,0,0,0,0,3,33,224,257,6,794,8,938,115,0,0,64,0,0,0,0,0,0,0,"146,116","9,886","156,002","29,120","12,426","39,390","253,525","62,318",194,"11,200",0,"501,536",0,"7,040",0,"4,058","8,849","3,149.00",0,"5,631.00",876.00,"9,363","39,050.00",0,"499,209","586,152",0,"1,251,812","-1,020","471,947","467,465","185,122","501,536","62,318","499,209","467,465",0,0,"365,653","19,855",0,"58,052",0,0,0,NA,NA,NA,"471,947",0,0,"370,077","19,818",0,"58,646",0,0,0,NA,NA,NA,"13,130","23,669","18,443",0,"130,652",0,0,0,"116,478"
2014Q3,Mercantil Commercebank Holding Corporation,1020142,2,0,2,0,0,0,547,859,0,55,99,0,0,0,0,0,0,-1,78,0,78,178,16,6,8,31,0,2,2,0,0,188,0,0,0,0,"187,989",35,"188,024","157,081","165,904","241,902","1,168,767","2,330,325","26,172","114,560",0,"1,921,696","700,747",0,0,"1,069","39,324","13,726.00",0,"25,136.00","5,831.00","42,620","162,047.00",0,"2,334,902","5,068,397",0,"7,794,680","1,122","2,330,508","2,334,902","345,105","1,921,696","2,330,325","2,334,902","2,334,902","47,857","353,005",0,"628,029","373,774","153,853",0,0,"50,121",NA,NA,NA,"2,330,508","47,969","352,034",0,"624,646","371,549","153,811",0,0,"50,865",NA,NA,NA,"61,250","19,607",0,0,"673,077",0,0,0,"653,444"
2014Q3,Mercantile Bank Corporation,113567,24,43,67,40,36,0,64,87,0,1,49,0,0,0,0,0,0,0,31,89,120,13,59,12,2,51,0,0,0,4,0,0,0,0,0,0,"242,034","19,489","261,523","62,607","129,486","74,798","974,424","468,398","3,543","62,722","3,492","1,512,580",0,"2,967",0,"18,106","25,958","2,263.00",0,"11,150.00","2,076.00","20,073","72,421.00","10,102","454,010","2,068,265",0,"2,863,105",0,"457,450","454,010","324,130","1,512,580","468,398","454,010","454,010",0,"14,083","190,394","9,242","65,045","25,970",0,0,0,NA,NA,NA,"457,450",0,"14,112","195,259","9,092","64,473","26,009",0,0,0,NA,NA,NA,"20,374","8,928",0,0,"320,993",0,0,"2,022","255,318"
2014Q3,"Merchants & Marine Bancorp, Inc.",4206027,2,0,2,0,0,0,41,0,0,0,161,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,114,0,0,0,0,0,0,0,"56,385","3,356","59,741","2,911","23,532","1,528","83,424","27,319",0,"23,812",0,"171,540",0,0,0,"1,105","4,150","1,635.00",0,"1,714.00",829.00,"3,867","19,120.00","2,700","266,392","223,776",0,"566,459",9,"213,115","206,082","62,652","171,540","27,319","266,392","206,082",0,0,"197,080",0,"8,629",0,0,0,0,NA,NA,NA,"213,115",0,0,"204,409",0,"8,614",0,0,0,0,NA,NA,NA,"3,485","5,108",0,0,"61,053",0,0,332,"65,406"
2014Q3,Merchants Bancorp,4149826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,644",66,"47,710","45,964","6,382","51,434","18,171","40,741","2,709","3,389",0,"193,965",0,"16,491",0,"757,917","4,396","8,468.00",0,"2,307.00",276.00,"4,425","380,947.00","4,617","243,687","1,012,503",0,"1,717,058",0,"243,844","243,687","93,674","193,965","40,741","243,687","243,687","1,001",0,"174,602","34,376",0,0,"26,654","7,054",0,NA,NA,NA,"243,844","1,000",0,"174,760","34,376",0,0,"26,654","7,054",0,NA,NA,NA,"3,884",0,0,0,"100,230",0,0,0,"96,885"
2014Q3,"Merchants Bancorp, Incorporated",1027866,148,6,154,7,0,0,0,43,0,0,55,0,0,0,0,0,0,-2,9,0,9,1,0,0,0,7,0,0,5,0,1,0,0,0,0,2,"160,428","10,116","170,544","12,934","13,712","11,629","116,892","25,729",179,"19,209",0,"437,277",0,"32,128",0,"9,975","5,923",529.00,0,"2,053.00",453.00,"3,533","23,630.00","3,208","39,411","524,318",0,"625,843",0,"38,454","39,411","183,478","437,277","25,729","39,411","39,411",0,0,"7,844",293,"10,387","5,585",0,0,0,NA,NA,NA,"38,454",0,0,"7,873",279,"10,263","5,544",0,0,0,NA,NA,NA,"5,307","1,881",0,0,"59,630",0,0,0,"58,927"
2014Q3,"Merchants Bancshares, Inc.",100353,4,0,4,2,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,"464,072","4,825","468,897","38,078","17,971","70,911","249,902","161,974",0,"4,793",0,"846,485",0,"4,307",0,"139,072","11,724","3,570.00",0,"5,286.00","2,169.00","11,580","92,154.00",0,"328,159","1,156,631",0,"1,647,603",-36,"184,679","186,049","506,975","846,485","161,974","328,159","186,049","20,017",0,0,"3,991","85,277","58,917",0,"17,460",0,NA,NA,NA,"184,679","20,057",0,0,"4,059","83,103","59,118",0,"17,989",0,NA,NA,NA,"12,019","4,540",0,0,"125,764",0,0,"1,772","126,942"
2014Q3,"Merchants Financial Group, Inc.",1019626,0,0,0,54,0,0,0,1,0,101,152,25,0,0,0,0,0,0,0,2,2,13,0,0,37,2,0,9,29,25,0,0,0,0,0,0,"123,124","13,378","136,502","81,649","57,980","27,782","248,007","250,488","15,509","43,419","94,224","627,929",0,"46,372",0,"4,660","14,001","3,673.00",0,"7,424.00",838.00,"11,708","36,796.00",175,"260,422","1,067,092",0,"1,475,812",0,"253,103","255,260","218,151","627,929","250,488","260,422","255,260",0,0,0,363,"236,459","11,816",0,0,"5,687",NA,NA,NA,"253,103",0,0,0,344,"234,444","11,705",0,0,"5,685",NA,NA,NA,"11,734",0,0,0,"127,832",0,0,1,"109,953"
2014Q3,"Meridian Bancorp, Inc.",4113820,0,0,0,0,71,0,36,0,0,0,1,0,0,0,0,0,0,39,22,1,23,0,57,0,0,1,0,0,3,0,0,0,0,0,0,16,"458,849","8,909","467,758","49,738","226,567","365,033","1,123,575","89,506",618,"8,560",0,"2,232,671",0,0,0,"179,631","22,967","2,246.00",0,"10,417.00","1,733.00","16,761","361,949.00",0,"168,159","2,510,368",0,"3,169,001","1,346","162,559","168,159","517,496","2,232,671","89,506","168,159","168,159",0,0,"33,936","5,095","4,416",529,0,0,0,NA,NA,NA,"162,559",0,0,"34,552","4,768","4,266",441,0,0,0,NA,NA,NA,"26,739","14,410",0,0,"571,039",0,0,0,"554,243"
2014Q3,"Mesaba Bancshares, Inc.",1024294,296,0,296,0,30,0,0,49,0,9,9,0,0,0,0,0,0,15,4,0,4,0,0,0,7,0,0,12,13,0,0,0,0,0,0,3,"144,696","9,731","154,427","8,931","62,358","12,090","156,840","78,548","5,056","14,483","1,173","395,002",0,0,0,"31,170","5,565",772.00,0,"2,995.00",314.00,"5,340","17,495.00",0,"91,106","520,376",0,"658,210",-14,"90,269","89,707","163,358","395,002","78,548","91,106","89,707","67,046",0,"20,999",0,73,0,0,0,0,NA,NA,NA,"90,269","67,580",0,"21,065",0,68,0,0,0,0,NA,NA,NA,"11,084","1,327",727,0,"8,948",0,0,0,"7,799"
2014Q3,"Meta Financial Group, Inc.",1027856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"92,736","6,908","99,644","8,208","39,853","61,593","149,496","26,546",53,"14,212",0,"415,309",0,"42,337",0,0,"12,303","12,567.00",0,"9,868.00","2,121.00","20,562","9,269.00",0,"1,423,150","498,404",0,"2,054,044",11,"1,148,416","1,140,217","107,852","415,309","26,546","1,423,150","1,140,217",0,"67,013",0,"41,653","421,554",0,0,"194,663",0,NA,NA,NA,"1,148,416",0,"66,541",0,"41,465","420,355",0,0,"201,870",0,NA,NA,NA,"5,397","6,591",NA,0,"174,802",0,0,797,NA
2014Q3,"Metro Bancorp, Inc.",4048256,153,35,188,309,754,0,548,285,0,0,2,0,0,0,0,0,0,0,5,54,59,5,34,0,43,6,0,0,1,0,0,0,0,0,0,107,"258,513","46,778","305,291","130,878","121,317","124,193","763,536","394,971","5,884","10,251",0,"1,454,684",0,0,0,"58,802","25,380","7,018.00",0,"11,204.00","2,982.00","22,316","2,138.00",0,"887,515","1,918,708",0,"2,960,231",26,"572,611","557,098","436,169","1,454,684","394,971","887,515","557,098",0,0,"31,827",0,"60,502","30,832","404,097",0,0,NA,NA,NA,"572,611",0,0,"33,995",0,"61,585","32,122","414,927",0,0,NA,NA,NA,"24,540","12,239",0,0,"253,362",0,20,0,"262,471"
2014Q3,"Metropolitan BancGroup, Inc.",4190122,41,21,62,0,0,0,0,128,0,0,29,0,0,0,0,0,0,0,0,0,0,0,37,0,0,350,0,0,1,0,0,0,0,0,0,0,"110,683","4,472","115,155","44,910","64,924","15,254","190,235","187,311",2,"18,336",0,"430,496",0,0,0,1,"6,883","1,378.00",0,"3,152.00",946.00,"5,752","22,165.00","6,847","163,793","636,144",0,"892,315",0,"165,756","163,793","160,065","430,496","187,311","163,793","163,793","2,963",12,0,"1,088","87,226","53,895",0,0,"9,761",NA,NA,NA,"165,756","2,969",11,0,"1,115","86,954","55,573",0,0,"10,071",NA,NA,NA,"6,788","1,927",0,0,"75,865",0,0,0,"72,270"
2014Q3,"Metropolitan Bank Group, Inc.",1021230,1,0,1,0,0,86,"1,030",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"212,564","27,037","239,601","27,754","43,853","215,113","522,678","53,977",61,"3,537","55,842","1,050,005",0,0,0,"5,679","21,491","7,553.00",0,"10,543.00","4,240.00","27,805","371,606.00",0,"652,359","1,169,040",0,"2,453,614",-49,"649,445","650,491","267,355","1,050,005","53,977","652,359","650,491","38,131",0,"139,372","1,317","277,962","149,871",0,7,0,NA,NA,NA,"649,445","38,130",0,"139,691","1,290","277,274","149,992",0,7,0,NA,NA,NA,"4,417",0,0,0,"207,099",0,0,0,"143,872"
2014Q3,Metropolitan Bank Holding Corp.,4050644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,178","1,715","72,893",0,"26,766","59,425","265,040","158,734",0,0,0,"425,421",0,0,0,"11,532","6,164","1,757.00",0,"3,438.00","1,383.00","6,986","56,097.00",0,"59,776","595,687",0,"757,982",0,"59,846","59,670","72,893","425,421","158,734","59,776","59,670",0,0,0,0,"50,922","5,539",0,0,0,NA,NA,NA,"59,846",0,0,0,0,"50,909","5,733",0,0,0,NA,NA,NA,"7,538","4,379",0,0,"57,939",0,0,0,"41,934"
