2014Q3,"Commerce National Financial Services, Inc.",1023163,0,0,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0,14,0,0,0,0,0,0,0,76,0,0,12,0,0,0,0,0,0,18,"35,024","2,503","37,527",72,"96,464","28,031","154,569","165,254","1,268","6,829","9,451","318,864",0,85,0,107,"7,453","1,324.00",0,"3,465.00",768.00,"5,903","24,993.00",0,"351,117","500,590",0,"917,375",0,"345,430","351,117","37,599","318,864","165,254","351,117","351,117",0,"8,032",0,"12,420","163,563","76,170",671,0,0,NA,NA,NA,"345,430",0,"8,011",0,"12,114","163,925","75,917",605,0,0,NA,NA,NA,"9,051","4,452",0,0,"73,401",0,0,0,"69,648"
2014Q3,Commercial Holding Company,1018588,5,0,5,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,10,1,11,0,0,0,0,5,0,0,29,0,0,0,0,0,0,0,"106,609","12,513","119,122","37,546","10,708","4,682","109,726","73,790",183,"23,239",0,"313,977",0,"20,716",0,"16,264","5,998","1,905.00",0,"2,757.00",646.00,"5,092","4,242.00","5,122","145,684","447,986",0,"646,660",-33,"144,812","145,684","156,668","313,977","73,790","145,684","145,684",0,816,0,"3,666","25,980","32,756",0,"1,052","3,031",NA,NA,NA,"144,812",0,779,0,"3,651","25,898","33,668",0,969,"3,045",NA,NA,NA,"6,808",179,0,0,"75,946",0,0,"1,240","70,989"
2014Q3,"Commonwealth Bancshares, Inc.",1019131,13,0,13,24,1,6,84,2,0,11,13,0,0,0,0,0,0,17,4,1,5,7,0,0,0,3,0,4,5,0,0,0,0,0,0,3,"98,809","14,219","113,028","58,731","34,252","16,533","202,397","60,233","4,586","14,708",0,"431,366",0,755,0,"11,356","5,680","6,635.00",0,"5,978.00","1,365.00","10,163","2,933.00","7,163","212,423","518,418",0,"803,002",-32,"213,094","212,423","171,759","431,366","60,233","212,423","212,423","33,284","4,595","3,898","4,428","56,304","8,354",0,0,"1,021",NA,NA,NA,"213,094","33,462","4,624","3,924","4,396","56,691","8,578",0,0,"1,029",NA,NA,NA,"7,324",0,0,0,"45,277",0,0,0,"46,079"
2014Q3,"Commonwealth Holdings, L.L.C.",1024748,172,10,182,0,0,0,11,0,0,0,4,0,0,0,0,0,0,37,29,1,30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,"76,221","20,221","96,442","19,800","38,688","4,618","158,235","39,455","2,080","6,306",0,"325,816",0,214,0,"5,927","5,022",642.00,0,"1,903.00",373.00,"3,384","1,546.00","4,300","87,432","377,718",0,"510,870",8,"87,836","87,432","116,242","325,816","39,455","87,432","87,432",0,"6,601","10,655",557,"12,433","31,884",0,0,"4,437",NA,NA,NA,"87,836",0,"6,567","10,995",545,"12,387","32,342",0,0,"4,484",NA,NA,NA,"5,769","1,369",0,918,"18,348",0,0,0,"17,945"
2014Q3,"Community & Southern Holdings, Inc.",4248843,19,0,19,0,"1,370",0,144,"3,985",0,9,199,0,0,0,0,0,0,0,372,23,395,39,20,5,67,45,0,14,67,0,0,0,0,0,0,0,"172,082","15,518","187,600","42,074","278,067","148,705","851,440","357,503","2,582","481,684",0,"1,525,748",0,92,0,"7,751","35,530","7,442.00",196,"11,603.00","2,916.00","35,903","162,924.00",0,"524,180","2,372,778",717,"3,356,846",131,"456,302","459,168","229,674","1,525,748","357,503","524,180","459,168",0,"24,507","44,227","4,229","193,936","143,018",0,0,0,NA,NA,NA,"456,302",0,"23,989","45,313","4,107","192,323","141,468",0,0,0,NA,NA,NA,"34,336","17,978",0,0,"432,384",0,0,0,"395,540"
2014Q3,"Community Bancorp, Inc.",1021883,1,0,1,0,0,0,15,5,0,4,26,0,0,0,0,7,0,0,0,0,0,0,0,0,4,2,0,0,3,0,3,0,0,0,0,0,"150,666",911,"151,577","11,184","16,937","11,754","154,188","85,313","1,585","19,793","13,677","399,494",0,"38,656",0,"23,672","7,430","1,901.00",0,"3,782.00",977.00,"6,575","13,665.00","3,544","175,551","580,605",0,"846,788",0,"164,134","162,581","162,761","399,494","85,313","175,551","162,581","23,375",0,"66,367","3,352","18,403",1,0,0,0,NA,NA,NA,"164,134","24,042",0,"67,787","3,256","18,300",1,0,0,0,NA,NA,NA,"7,809",0,0,0,"69,693",7,0,0,"62,968"
2014Q3,Community Bancorp.,100696,28,34,62,0,0,0,24,28,0,0,13,0,0,0,0,0,0,11,2,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,"166,393","9,884","176,277","34,263","11,435","18,702","119,431","61,996",0,"7,856",0,"372,703",0,"1,793",0,256,"5,069","1,239.00",0,"2,056.00",592.00,"4,413",21.00,0,"77,237","444,604",0,"572,217",6,"29,290","29,167","210,540","372,703","61,996","77,237","29,167","4,002",0,"15,886",0,"9,279",0,0,0,0,NA,NA,NA,"29,290","4,001",0,"15,924",0,"9,365",0,0,0,0,NA,NA,NA,"4,886","2,000",0,0,"48,100",0,20,784,"33,220"
2014Q3,"Community Bancshares of Mississippi, Inc.",1018023,236,44,280,36,166,22,759,109,0,0,147,0,8,0,0,8,0,0,234,1,235,181,269,6,260,11,0,0,62,0,0,0,0,2,0,1,"485,040","25,632","510,672","53,867","185,701","45,624","580,696","125,586","2,820","90,760",0,"1,565,516",0,859,0,216,"23,137","3,980.00",0,"10,742.00","2,944.00","18,770","146,459.00",0,"333,041","1,782,937",0,"2,516,857",1,"337,949","333,041","564,539","1,565,516","125,586","333,041","333,041","17,861",0,"61,876","24,675","2,589","55,570",0,"29,601","63,293",NA,NA,NA,"337,949","17,912",0,"62,327","25,213","2,633","56,475",0,"30,235","65,091",NA,NA,NA,"20,149","13,823",0,0,"233,808",0,346,0,"162,582"
2014Q3,"Community Bancshares, Inc.",1017828,194,0,194,0,0,0,99,0,0,28,89,0,0,0,0,0,0,0,3,0,3,2,0,0,6,0,0,0,27,0,0,0,0,0,0,0,"256,665","2,655","259,320","27,876","31,902","2,532","78,775","21,428","4,011","84,711",0,"404,224",0,"1,527",0,"3,180","6,912","1,172.00",0,"2,846.00",693.00,"5,432","24,600.00","2,558","187,683","515,070",0,"764,414",0,"44,046","44,628","287,196","404,224","21,428","187,683","44,628",0,0,"12,287",16,"17,334","2,873",0,0,0,NA,NA,NA,"44,046",0,0,"12,237",15,"17,161","2,825",0,0,0,NA,NA,NA,"5,158","1,255",0,0,"93,330",0,0,490,"88,365"
2014Q3,"Community Bank Holdings of Texas, Inc.",1018720,22,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,2,0,0,0,0,0,0,0,"60,280","1,050","61,330",48,"58,692","3,767","109,101","40,996",0,"9,121",0,"249,923",0,"11,608",0,"1,519","4,947","1,559.00",0,"2,223.00",567.00,"3,789","20,294.00",0,"107,519","313,167",0,"497,384",10,"104,460","107,519","61,378","249,923","40,996","107,519","107,519",0,0,"24,559",0,"24,804",0,0,0,0,NA,NA,NA,"104,460",0,0,"24,364",0,"24,743",0,0,0,0,NA,NA,NA,"4,207","1,740",0,0,"60,837",14,0,0,"50,327"
2014Q3,"Community Bank of South Florida, Inc.",1018191,0,0,0,0,0,0,52,24,0,40,40,0,0,0,0,0,0,90,0,2,2,2,8,0,57,0,0,0,0,0,12,0,0,0,0,2,"45,861","1,879","47,740","16,792","30,130","9,343","131,562","18,537","3,292","7,081",0,"297,667",0,"7,273",0,"4,078","4,523",356.00,0,"2,226.00",548.00,"5,090","36,431.00",0,"68,445","334,636",0,"474,732",0,"67,943","68,339","64,532","297,667","18,537","68,445","68,339",0,"5,931",0,"11,023","2,338","44,556",0,0,0,NA,NA,NA,"67,943",0,"5,857",0,"11,093","2,214","44,472",0,0,0,NA,NA,NA,"5,496","7,452","6,075",0,"43,552",0,0,0,"37,231"
2014Q3,"Community Bank Shares of Indiana, Inc.",1024899,199,16,215,45,150,0,0,528,0,0,46,0,0,0,0,0,0,0,3,4,7,1,0,0,10,85,0,0,17,0,0,0,0,0,0,0,"134,028","5,283","139,311","29,406","40,255","43,262","209,994","99,198",695,"5,694",0,"468,276",0,"1,191",0,"18,771","8,174","1,810.00",0,"3,778.00",962.00,"7,139","2,003.00",377,"202,174","593,130",0,"865,955",172,"200,025","202,174","168,717","468,276","99,198","202,174","202,174",0,0,"9,097","1,880","39,551","66,101",0,0,0,NA,NA,NA,"200,025",0,0,"9,514","1,797","39,967","67,871",0,0,0,NA,NA,NA,"7,784","1,544",0,0,"96,488",0,110,413,"66,694"
2014Q3,"Community Bank System, Inc.",100185,204,34,238,41,0,0,249,195,0,0,"3,471",0,0,0,0,0,0,0,18,5,23,34,0,0,207,118,0,0,"2,014",0,0,0,0,0,0,181,"1,683,579","48,761","1,732,340","238,310","49,087","88,692","581,178","385,471","15,670","1,029,027",0,"2,737,557",0,"32,439",0,"33,889","61,393","31,108.00",0,"30,940.00","7,111.00","58,322","17,515.00",0,"2,465,931","4,218,383",0,"7,502,643",0,"2,421,718","2,465,931","1,970,650","2,737,557","385,471","2,465,931","2,465,931","1,465,231",0,"21,396","159,616","58,771","19,130",0,"25,736",0,NA,NA,NA,"2,421,718","1,455,637",0,"21,041","156,797","54,641","18,394",0,"25,381",0,NA,NA,NA,"45,686",0,0,0,"965,524",0,0,"12,191","591,749"
2014Q3,Community Bankers Trust Corporation,4100717,329,0,329,172,0,0,67,0,0,0,34,0,0,0,0,0,0,0,16,0,16,1,0,0,8,147,0,0,38,0,0,0,0,0,0,0,"160,494","10,112","170,606","62,846","53,529","34,382","282,281","88,453",408,"5,667",0,"611,144",0,"2,254",0,"1,489","10,883",716.00,0,"4,071.00",885.00,"9,203","10,160.00",0,"304,685","709,007",0,"1,128,798",115,"258,119","258,209","233,452","611,144","88,453","304,685","258,209",0,"80,930",0,526,"13,098","8,913",0,"5,873",0,NA,NA,NA,"258,119",0,"82,019",0,510,"13,100","9,094",0,"5,915",0,NA,NA,NA,"10,248","3,788",0,0,"104,548",0,0,0,"99,454"
2014Q3,Community Financial Corporation,1032013,0,0,0,0,0,0,0,174,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,"155,095","2,947","158,042","18,384","51,818",0,"526,836","89,512",0,661,0,"755,080",0,0,0,0,"9,202",996.00,0,"3,630.00",568.00,"6,560","2,590.00","2,110","120,191","845,253",0,"1,042,481",0,"44,348","43,340","176,426","755,080","89,512","120,191","43,340",0,0,0,36,7,"39,033",0,0,0,NA,NA,NA,"44,348",0,0,0,31,7,"40,136",0,0,0,NA,NA,NA,"8,273","6,625",0,0,"114,764",0,50,460,"95,507"
2014Q3,"Community Financial Services, Inc.",1018498,57,0,57,0,0,0,63,2,0,0,101,0,0,0,0,0,0,0,3,0,3,0,0,0,27,3,0,0,28,0,0,0,0,0,0,0,"129,738","20,832","150,570","1,639","46,374","3,960","170,081","91,440","2,729","85,014",0,"385,575",0,"2,823",0,"26,511","6,628","1,369.00",0,"2,775.00","1,001.00","5,439","2,755.00",463,"59,328","591,363",0,"709,105",2,"57,695","58,194","152,209","385,575","91,440","59,328","58,194",0,"6,392","14,962","2,162","17,661","7,719",0,967,0,NA,NA,NA,"57,695",0,"6,401","14,991","2,175","17,614","7,580",0,"1,008",0,NA,NA,NA,"6,820",0,0,0,"61,824",532,0,61,"61,435"
2014Q3,"Community First Bancshares, Inc.",1020498,193,0,193,36,0,0,444,55,0,0,311,0,0,0,0,0,0,61,16,0,16,22,1,0,46,10,0,0,153,0,0,0,0,0,0,18,"281,667","5,952","287,619","46,479","72,547","30,576","386,781","132,227","1,812","139,459",0,"863,859",0,"20,565",0,"2,124","16,544","5,903.00",0,"8,383.00","2,476.00","13,806",999.00,"1,823","661,053","1,158,234",0,"1,939,832",9,"663,161","661,053","334,098","863,859","132,227","661,053","661,053",0,"57,468","51,150","10,952","193,591","149,591",0,"66,528","7,715",NA,NA,NA,"663,161",0,"58,430","53,815","10,399","192,139","150,213",0,"68,943","8,025",NA,NA,NA,"15,533","7,703",0,0,"185,909",0,77,0,"153,578"
2014Q3,"Community First Bancshares, Inc.",4048947,123,25,148,9,0,10,0,46,0,0,107,0,0,0,0,0,0,0,4,1,5,0,0,8,20,30,0,0,8,0,0,0,0,2,0,-1,"110,790","4,674","115,464","2,939","38,979","17,204","91,971","32,803",164,"19,223",0,"292,054",0,"5,818",0,953,"4,937",842.00,0,"1,851.00",586.00,"3,374",6.00,"3,400","81,757","350,851",0,"476,362",0,"75,526","74,906","118,403","292,054","32,803","81,757","74,906",0,0,"6,653","3,873","15,545","15,459",0,"1,362",0,NA,NA,NA,"75,526",0,0,"6,998","3,838","15,681","15,875",0,"1,404",0,NA,NA,NA,"6,520","3,042",0,0,"63,238",0,0,0,"50,326"
2014Q3,"Community Trust Bancorp, Inc.",100405,511,26,537,65,7,0,512,886,0,0,"1,181",0,0,0,0,0,0,282,13,1,14,1,15,6,1,100,0,0,452,0,0,0,0,16,0,38,"822,359","17,074","839,433","88,291","180,420","68,469","639,033","257,353","3,824","459,383","10,055","1,867,800",0,"15,664",0,"74,017","32,988","12,040.00",0,"13,465.00","2,838.00","25,863","49,514.00","7,493","635,234","2,684,272",0,"3,670,086",-34,"635,133","633,572","927,724","1,867,800","257,353","635,234","633,572",0,"11,514","138,409","4,634","102,361","149,501",0,"30,161","35,623",NA,NA,NA,"635,133",0,"11,702","140,853","4,227","103,023","149,705",0,"29,727","37,257",NA,NA,NA,"34,090",0,0,0,"438,238",0,0,"5,199","372,715"
2014Q3,Community Trust Financial Corporation,1023406,268,101,369,0,4,0,"2,506",13,0,0,66,0,0,0,0,0,0,0,6,4,10,5,6,0,18,20,0,0,43,0,0,0,0,0,0,0,"311,549","25,250","336,799","34,781","226,250","48,939","723,611","1,278,548","3,426","22,666",134,"1,394,381",0,13,0,"188,892","28,330","11,366.00",0,"13,784.00","2,899.00","26,469","62,216.00",0,"381,935","2,884,634","17,408","3,606,470",-76,"338,174","345,533","371,580","1,394,381","1,278,548","381,935","345,533",0,0,"6,746",364,"74,043","125,668",0,0,0,NA,NA,NA,"338,174",0,0,"7,000",351,"73,646","126,279",0,0,0,NA,NA,NA,"34,487","11,723",0,0,"374,424","1,499",147,563,"280,437"
2014Q3,Community West Bancshares,1137051,0,66,66,0,0,0,117,23,0,0,112,0,0,0,0,0,0,0,0,10,10,4,32,0,47,106,0,0,37,0,0,0,0,0,0,0,"18,309","4,459","22,768","14,820","12,617","11,538","186,915","49,361",0,"170,165",0,"278,918",0,"1,317",0,0,"6,122",516.00,0,"2,908.00",519.00,"4,897","27,956.00",22,"31,104","499,761",0,"572,143",0,"22,673","22,526","37,588","278,918","49,361","31,104","22,526",0,0,"7,840",0,0,"14,622",0,0,0,NA,NA,NA,"22,673",0,0,"7,895",0,0,"14,712",0,0,0,NA,NA,NA,"9,236","3,990",0,0,"65,754",0,176,164,"58,004"
2014Q3,CommunityOne Bancorp,100805,233,0,233,0,52,0,511,301,0,0,872,0,0,0,0,0,0,0,359,1,360,35,131,0,124,170,0,0,378,0,0,0,0,0,0,0,"511,953","5,225","517,178","147,549","75,924","17,421","389,435","94,992","23,547","65,219",0,"1,155,640",0,501,0,"4,033","15,847","4,082.00",0,"12,405.00","2,296.00","20,145","33,669.00",0,"507,980","1,320,385",0,"2,015,793",34,"374,457","363,296","664,727","1,155,640","94,992","507,980","363,296",0,0,"2,052","3,062","258,406","40,979",0,0,"21,645",NA,NA,NA,"374,457",0,0,"2,033","3,014","268,896","41,612",0,0,"22,476",NA,NA,NA,"21,525","5,564",0,0,"94,490",0,0,0,"95,850"
2014Q3,Concordia Capital Corporation,1137106,18,0,18,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,"73,623","1,887","75,510",267,"12,907","2,224","69,813","16,965",0,"14,811",0,"185,252",0,"4,352",0,283,"3,564",922.00,0,"1,980.00",363.00,"3,237","31,606.00",0,"243,120","221,663",0,"527,138",0,"27,412","28,624","75,777","185,252","16,965","243,120","28,624",0,"3,340",60,697,"20,913",0,0,651,0,NA,NA,NA,"27,412",0,"3,250",10,672,"20,142",0,0,620,0,NA,NA,NA,924,0,0,0,"60,938",0,0,490,"58,237"
2014Q3,"Conestoga Bancorp, Inc.",4143145,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,106,1,0,1,0,0,0,5,2,0,1,1,0,0,0,0,0,0,1,"87,810","7,253","95,063","26,581","4,007","15,700","169,046","66,290",15,"12,638","88,275","310,397",0,0,0,103,"6,787",788.00,0,"2,909.00",822.00,"5,276","5,077.00",0,"151,945","477,703",0,"693,330",0,"168,220","151,945","121,644","310,397","66,290","151,945","151,945",999,0,"123,050",0,"5,445",0,0,0,0,NA,NA,NA,"168,220","1,002",0,"122,763",0,"5,334",0,0,0,0,NA,NA,NA,"5,656","8,150",0,0,"63,324",0,0,0,"49,111"
2014Q3,Connecticut Mutual Holding Company,4064629,32,0,32,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,"245,646","6,579","252,225","31,182","10,923","6,827","101,869","28,822",64,"14,663",0,"412,039",0,"1,041",0,"3,642","4,877","1,890.00",0,"4,247.00",643.00,"6,589","9,840.00",0,"160,866","460,207",0,"680,122",459,"120,719","119,325","283,407","412,039","28,822","160,866","119,325",0,"14,654","21,917","6,072","52,315","10,963",0,0,0,NA,NA,NA,"120,719",0,"14,820","22,368","6,049","52,852","11,196",0,0,0,NA,NA,NA,"4,147","5,283","3,930",0,"67,844",0,0,0,"63,503"
2014Q3,"ConnectOne Bancorp, Inc.",100687,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,390","12,776","256,166","68,042","228,137","592,655","845,839","378,431",836,"2,595","3,734","1,990,839",0,0,0,"52,086","27,541","1,066.00",0,"6,637.00",968.00,"25,399","110,831.00",0,"520,525","2,427,685",0,"3,356,257",111,"295,151","302,957","324,208","1,990,839","378,431","520,525","302,957","11,385","1,342","2,513","8,711","50,979","26,611",0,"3,016","2,526",NA,NA,NA,"295,151","11,517","1,349","2,557","8,542","49,917","26,665",0,"3,057","2,540",NA,NA,NA,"12,118","18,132",0,0,"441,628",0,28,"2,223","278,729"
2014Q3,"Cornerstone Bancshares, Inc.",1019813,179,236,415,3,18,0,5,22,0,0,2,0,0,0,0,0,0,5,24,241,265,0,240,0,82,16,0,2,9,0,0,0,0,0,0,2,"45,690","1,674","47,364","20,035","27,303","8,252","144,149","41,581",524,"2,746",0,"252,345",0,0,0,"1,811","3,813",-49.00,0,"1,692.00",315.00,"3,280","14,782.00",0,"78,279","298,483",0,"413,353",170,"78,083","78,250","67,399","252,345","41,581","78,279","78,250",0,666,0,"5,022",2,"63,648",0,10,0,NA,NA,NA,"78,083",0,666,0,"4,996",2,"63,878",0,10,0,NA,NA,NA,"3,474","3,060","1,062",0,"40,396",0,375,0,"24,296"
2014Q3,Cortland Bancorp,100699,49,0,49,0,0,0,186,11,0,0,0,0,0,0,0,0,0,31,1,0,1,12,0,0,3,0,0,0,4,0,0,0,0,0,0,13,"36,938","2,011","38,949","20,397","14,580","3,441","202,144","45,138",0,"4,023",0,"279,874",0,0,0,"2,105","4,377",830.00,54,"2,352.00",434.00,"3,852","8,926.00",0,"161,957","331,140","7,799","549,297",4,"161,844","161,957","59,346","279,874","45,138","161,957","161,957",104,0,"8,541","22,499","67,012","12,432",0,0,0,NA,NA,NA,"161,844",102,0,"8,608","22,581","67,119","12,416",0,0,0,NA,NA,NA,"4,078","3,318","1,642",0,"55,245",0,0,226,"53,517"
2014Q3,"County Bancorp, Inc.",1032854,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,4,0,0,"22,806",545,"23,351","2,636","31,942","8,261","112,048","50,766",63,277,0,"380,137",0,"159,858",0,"1,965","5,811","1,562.00",0,"2,570.00",232.00,"4,034","39,508.00",0,"77,673","593,003",0,"742,839",0,"77,175","77,673","25,987","380,137","50,766","77,673","77,673",0,0,"2,008","36,191",0,0,0,0,0,NA,NA,NA,"77,175",0,0,"2,006","35,983",0,0,0,0,0,NA,NA,NA,"10,374","2,235",0,0,"92,521",686,117,0,"69,219"
2014Q3,Crews Banking Corporation,1018043,118,18,136,0,257,0,"1,028",129,0,0,11,0,0,0,0,0,0,14,92,8,100,2,44,0,31,17,0,0,7,0,20,0,0,0,0,3,"213,439","11,202","224,641","31,870","35,669","8,428","291,165","21,815",0,"11,488",0,"706,963",0,"3,195",0,953,"11,441","2,690.00",0,"4,668.00","1,067.00","9,130","74,354.00",0,"345,649","744,414",0,"1,206,355",38,"151,589","151,821","256,511","706,963","21,815","345,649","151,821",0,0,"38,733","3,504","23,642","34,309",0,0,0,NA,NA,NA,"151,589",0,0,"39,549","3,296","23,290","35,905",0,0,0,NA,NA,NA,"21,328",0,0,0,"143,132",0,0,"1,120","142,707"
2014Q3,"Croghan Bancshares, Inc.",1017886,65,0,65,0,0,0,22,0,0,5,9,0,0,0,0,0,0,0,1,2,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,"126,841","4,297","131,138","36,017","8,681","31,299","185,625","40,852","3,614","32,632",592,"403,091",0,"2,311",0,"1,408","7,153","1,555.00",0,"3,229.00",636.00,"5,562",140.00,0,"218,701","480,886",0,"768,904",0,"212,985","218,701","167,155","403,091","40,852","218,701","218,701",0,0,"11,549",575,"23,945","85,290",0,0,0,NA,NA,NA,"212,985",0,0,"11,502",584,"23,115","84,141",0,0,0,NA,NA,NA,"4,297",0,0,0,"92,551",0,0,775,"61,954"
2014Q3,"CrossFirst Holdings, LLC",4227418,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,319","1,256","75,575","5,105","105,586","18,129","196,535","244,301",28,"5,554",0,"402,485",0,0,0,150,"7,799",733.00,0,"3,763.00",980.00,"6,793","61,598.00",746,"345,401","652,490",0,"1,108,988",-32,"343,398","345,401","80,680","402,485","244,301","345,401","345,401",0,"1,208",0,333,"28,938","136,946",0,7,0,NA,NA,NA,"343,398",0,"1,168",0,324,"29,018","137,461",0,7,0,NA,NA,NA,"7,779","5,842","5,191",0,"111,564",0,0,351,"75,474"
2014Q3,"CSB Bancorp, Inc.",1023643,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,1,0,1,2,0,0,0,2,0,0,4,0,0,0,0,0,0,2,"89,230","4,552","93,782","43,300","12,166","7,950","126,266","89,989",114,"7,895",0,"305,971",0,"4,608",0,"2,062","4,997","1,077.00",0,"2,124.00",435.00,"3,769","22,232.00",0,"136,946","410,525",0,"610,982",0,"98,145","98,836","137,082","305,971","89,989","136,946","98,836",999,0,"22,984",0,"22,039","28,338",0,0,0,NA,NA,NA,"98,145","1,004",0,"23,200",0,"21,709","28,283",0,0,0,NA,NA,NA,"5,188",862,0,0,"56,270",0,0,520,"51,416"
2014Q3,CTBC Capital Corp.,1022898,0,0,0,0,0,0,0,"7,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,"381,028","1,217","382,245","10,754",888,"170,681","785,392","202,901",0,48,0,"1,349,960","65,000",0,0,74,"15,472","1,699.00",0,"6,726.00","2,058.00","11,432","228,031.00",0,"254,199","1,617,983",0,"2,280,559",0,"255,582","251,723","392,999","1,349,960","202,901","254,199","251,723","9,984",0,"113,577","5,328","78,885","1,387",0,0,0,NA,NA,NA,"255,582","9,962",0,"114,921","5,428","82,135","1,337",0,0,0,NA,NA,NA,"29,814","103,715","101,607",0,"648,883",0,0,0,"549,193"
2014Q3,CU Bancorp,4308300,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"19,508",282,"19,790","48,344","58,474","27,937","502,011","297,853","1,367","3,839",0,"656,556",0,0,0,"20,552","12,768","2,004.00",0,"6,066.00",999.00,"10,031","242,332.00",0,"139,552","978,800",0,"1,451,357",0,"139,202","139,552","68,134","656,556","297,853","139,552","139,552","20,034","51,128","3,057","21,156","28,126","6,905",0,"2,935",0,NA,NA,NA,"139,202","20,035","50,710","3,054","21,296","28,017","7,011",0,"2,978",0,NA,NA,NA,"11,348","10,369",0,0,"148,773",0,0,0,"133,905"
2014Q3,"CU Bank Shares, Inc.",1018676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,1,0,0,0,0,19,0,10,10,0,1,0,0,0,0,-1,"45,468","2,662","48,130",0,"4,992","5,615","44,709","5,063",0,151,0,"109,424",0,332,0,"162,082","2,239",-26.00,0,"1,119.00",247.00,"2,569","75,237.00",0,"247,225","277,052",0,"625,952",-855,"251,504","247,225","48,130","109,424","5,063","247,225","247,225","1,701",0,"21,438","11,670","82,795","117,729",0,0,0,NA,NA,NA,"251,504","1,700",0,"21,991","11,613","83,358","118,352",0,0,0,NA,NA,NA,"1,885","1,455",0,0,"63,661",0,0,0,"66,485"
2014Q3,"Cullen/Frost Bankers, Inc.",100196,0,651,651,63,92,0,300,"3,028",0,0,225,352,0,0,0,0,0,"2,549",8,104,112,0,405,0,64,"4,288",0,0,207,15,0,0,0,0,0,"1,805","425,889","266,388","692,277","216,281","986,098","116,532","2,767,809","4,636,463","279,767","386,462","299,223","4,845,790",197,"18,132",0,"560,576","179,286","79,139.00","1,246","89,481.00","20,942.00","163,446","4,577,005.00","8,598","9,810,666","10,746,843","64,655","27,411,142",33,"6,696,382","6,868,654","908,558","4,845,790","4,636,463","9,810,666","6,868,654","2,908,256",0,0,"802,741","680,848",21,0,0,0,NA,NA,NA,"6,696,382","2,892,209",0,0,"755,252","660,162",19,0,0,0,NA,NA,NA,"98,312",0,0,0,"2,817,852",0,"2,016","32,234","1,857,169"
2014Q3,Cummins-American Corp.,1021026,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,"82,202",621,"82,823","43,231","2,689","9,771","58,735","70,244",373,"241,425",0,"197,249",0,0,0,0,"5,540","1,978.00",0,"3,354.00",668.00,"5,688","14,674.00",505,"624,696","508,918",0,"1,192,764",202,"563,849","561,848","126,054","197,249","70,244","624,696","561,848","171,320",0,"78,542",0,"11,414",0,0,0,0,NA,NA,NA,"563,849","172,356",0,"80,075",0,"11,253",0,0,0,0,NA,NA,NA,"8,643",0,0,0,"121,637",0,0,794,"122,688"
